movieId,avg_rating,rating_count,rating_std,year,genres_list,label_genre,tmdbId
3573,1.5,2,0.71,1995,['Horror' 'Sci-Fi'],Horror,65460
3574,1.0,1,0.0,1996,['Horror' 'Sci-Fi'],Horror,55667
3576,3.5,4,0.58,1987,['Action' 'Horror' 'Sci-Fi'],Action,12476
3577,2.0,2,1.41,1988,['Drama' 'Romance'],Drama,5241
3578,3.94,170,0.99,2000,['Action' 'Adventure' 'Drama'],Action,98
3580,3.5,2,0.71,2000,['Drama'],Drama,47724
3581,3.5,2,0.71,1999,['Comedy'],Comedy,11129
3584,2.0,4,0.82,1983,['Action' 'Drama' 'Romance' 'Thriller'],Action,1058
3586,4.0,1,0.0,1980,['Drama' 'Romance'],Drama,42159
3587,2.5,2,1.41,1980,['Horror'],Horror,16395
3590,2.0,1,0.0,1974,['Comedy' 'Drama'],Comedy,38925
3591,2.73,15,0.94,1983,['Comedy' 'Drama'],Comedy,13105
3592,4.5,1,0.0,1982,['Animation' 'Sci-Fi'],Animation,22501
3593,1.66,19,1.16,2000,['Action' 'Sci-Fi'],Action,5491
3594,3.25,6,1.78,2000,['Drama' 'Musical'],Drama,10560
3596,1.0,1,0.0,2000,['Comedy'],Comedy,19419
3597,2.0,2,1.41,2000,['Comedy'],Comedy,23531
3598,3.0,3,0.5,2000,['Crime' 'Drama' 'Romance' 'Thriller'],Crime,10688
3599,3.2,5,1.25,1945,['Comedy' 'Musical'],Comedy,17889
3604,0.5,1,0.0,1962,['Musical'],Musical,39391
3606,3.75,4,0.87,1949,['Comedy' 'Musical' 'Romance'],Comedy,31516
3608,2.94,25,1.23,1985,['Adventure' 'Comedy'],Adventure,5683
3609,3.5,1,0.0,1998,['Documentary'],Documentary,113279
3614,2.94,8,0.86,1992,['Comedy' 'Romance'],Comedy,12518
3615,3.11,14,0.71,2000,['Adventure' 'Animation' 'Children'],Adventure,10567
3616,3.3,10,1.18,2000,['Comedy' 'Romance'],Comedy,10642
3617,3.09,41,1.01,2000,['Comedy'],Comedy,9285
3618,3.54,12,0.89,2000,['Comedy' 'Crime'],Comedy,10569
3619,2.0,1,0.0,1980,['Comedy'],Comedy,21879
3622,3.0,1,0.0,1970,['Comedy'],Comedy,24918
3623,2.71,77,1.05,2000,['Action' 'Adventure' 'Thriller'],Action,955
3624,3.15,43,1.0,2000,['Action' 'Adventure' 'Comedy' 'Western'],Action,8584
3625,2.0,1,0.0,1999,['Documentary'],Documentary,47295
3626,3.33,3,0.58,1999,['Comedy'],Comedy,11332
3627,3.88,4,0.85,1962,['Horror' 'Thriller'],Horror,16093
3628,3.0,2,1.41,1942,['Action' 'Drama' 'Romance' 'War'],Action,29372
3629,4.07,7,0.53,1925,['Adventure' 'Comedy' 'Romance'],Adventure,962
3632,4.0,5,0.71,1947,['Comedy' 'Crime'],Comedy,30588
3633,3.26,17,0.92,1969,['Action' 'Adventure' 'Romance' 'Thriller'],Action,668
3634,4.0,1,0.0,1964,['Thriller'],Thriller,23518
3635,3.44,18,0.92,1977,['Action' 'Adventure' 'Thriller'],Action,691
3637,5.0,1,0.0,1985,['Drama'],Drama,44018
3638,3.13,26,1.03,1979,['Action' 'Adventure' 'Sci-Fi' 'Thriller'],Action,698
3639,3.58,18,0.77,1974,['Action' 'Adventure' 'Thriller'],Action,682
3640,4.0,1,0.0,1957,['Comedy' 'Drama'],Comedy,28973
3641,4.0,2,0.71,1923,['Drama'],Drama,28974
3643,3.5,2,0.71,1944,['Action' 'Drama' 'War'],Action,22994
3646,2.18,17,1.06,2000,['Comedy'],Comedy,9600
3648,4.0,1,0.0,1957,['Horror' 'Sci-Fi'],Horror,38006
3649,2.69,8,1.03,1980,['Drama'],Drama,2768
3652,3.0,1,0.0,1980,['Horror'],Horror,24920
3653,4.17,3,1.04,1966,['Documentary'],Documentary,21
3654,3.77,13,0.6,1961,['Action' 'Adventure' 'Drama' 'War'],Action,10911
3655,4.25,2,1.06,1973,['Drama'],Drama,10102
3658,3.0,1,0.0,1967,['Horror' 'Sci-Fi'],Horror,26912
3660,2.0,2,1.41,1989,['Horror' 'Sci-Fi' 'Thriller'],Horror,26953
3661,3.0,1,0.0,1991,['Horror' 'Sci-Fi' 'Thriller'],Horror,26954
3662,3.0,2,0.0,1991,['Horror' 'Sci-Fi' 'Thriller'],Horror,26956
3663,2.0,1,0.0,1993,['Horror' 'Sci-Fi' 'Thriller'],Horror,26957
3664,2.0,1,0.0,1994,['Horror' 'Sci-Fi' 'Thriller'],Horror,26958
3667,1.0,1,0.0,1988,['Action' 'Comedy' 'Crime'],Action,80287
3668,3.67,15,0.79,1968,['Drama' 'Romance'],Drama,6003
3669,2.5,1,0.0,1992,['Comedy'],Comedy,23939
3671,3.94,62,0.92,1974,['Comedy' 'Western'],Comedy,11072
3672,3.8,5,1.3,1974,['Adventure' 'Children'],Adventure,23069
3673,4.5,2,0.71,1987,['Adventure' 'Children'],Adventure,21299
3674,4.0,1,0.0,1977,['Adventure' 'Children' 'Comedy' 'Drama'],Adventure,38802
3675,4.19,8,0.46,1954,['Comedy' 'Musical' 'Romance'],Comedy,13368
3676,3.75,10,0.82,1977,['Drama' 'Horror'],Drama,985
3677,4.12,4,0.85,1992,['Documentary'],Documentary,14002
3678,5.0,1,0.0,1955,['Drama'],Drama,541
3679,3.75,2,0.35,1981,['Documentary' 'Musical'],Documentary,21137
3680,3.0,1,0.0,1988,['Documentary'],Documentary,36724
3681,4.15,33,0.63,1965,['Action' 'Drama' 'Thriller' 'Western'],Action,938
3682,3.7,5,1.2,1973,['Action' 'Crime' 'Drama' 'Thriller'],Action,10648
3683,4.0,19,0.87,1984,['Crime' 'Drama' 'Film-Noir'],Crime,11368
3684,3.07,7,0.45,1989,['Drama' 'Romance'],Drama,10875
3685,3.78,9,0.83,1985,['Comedy' 'Drama' 'Romance'],Comedy,2075
3686,2.93,15,0.8,1990,['Horror' 'Sci-Fi' 'Thriller'],Horror,1551
3687,5.0,1,0.0,1988,['Adventure' 'Animation' 'Fantasy' 'Sci-Fi'],Adventure,22500
3688,2.14,11,1.25,1982,['Comedy'],Comedy,10246
3689,1.75,4,0.96,1983,['Comedy'],Comedy,19698
3690,2.0,5,1.0,1985,['Comedy'],Comedy,23919
3691,3.0,1,0.0,1983,['Comedy'],Comedy,18835
3692,3.0,1,0.0,1986,['Comedy' 'Horror'],Comedy,26554
3693,2.12,8,0.95,1985,['Comedy' 'Horror'],Comedy,15239
3694,2.0,2,1.41,1989,['Comedy' 'Horror'],Comedy,28165
3695,2.0,2,1.41,1989,['Comedy' 'Horror'],Comedy,28169
3696,3.17,3,1.04,1986,['Comedy' 'Horror' 'Sci-Fi' 'Thriller'],Comedy,15762
3697,2.9,21,1.08,1990,['Action' 'Sci-Fi' 'Thriller'],Action,169
3698,3.22,34,0.98,1987,['Action' 'Sci-Fi'],Action,865
3699,3.15,13,0.92,1984,['Adventure' 'Drama' 'Romance' 'Sci-Fi'],Adventure,9663
3700,2.5,1,0.0,1984,['Drama' 'Sci-Fi'],Drama,26889
3701,3.12,13,1.16,1988,['Crime' 'Drama' 'Sci-Fi' 'Thriller'],Crime,10128
3702,3.49,38,0.9,1979,['Action' 'Adventure' 'Sci-Fi'],Action,9659
3703,4.04,40,0.87,1981,['Action' 'Adventure' 'Sci-Fi' 'Thriller'],Action,8810
3704,3.27,24,0.9,1985,['Action' 'Adventure' 'Sci-Fi'],Action,9355
3705,2.31,8,0.46,1990,['Action' 'Comedy' 'Romance'],Action,1727
3706,3.0,8,1.31,1987,['Film-Noir' 'Horror' 'Mystery' 'Thriller'],Film-Noir,635
3707,2.7,10,0.82,1986,['Drama' 'Romance'],Drama,10068
3708,3.05,10,0.83,1984,['Horror' 'Thriller'],Horror,11495
3709,2.0,1,0.0,1992,['Horror'],Horror,11428
3710,1.67,3,0.58,1988,['Action' 'Comedy' 'Crime' 'Thriller'],Action,10117
3711,4.0,1,0.0,1992,['Drama'],Drama,35936
3712,2.83,3,0.29,1991,['Comedy'],Comedy,25562
3713,4.0,1,0.0,1990,['Drama'],Drama,51763
3714,2.5,1,0.0,1988,['Drama'],Drama,73079
3715,2.75,2,1.77,1987,['Comedy' 'Crime'],Comedy,38921
3716,1.0,1,0.0,1987,['Action' 'Comedy' 'Crime' 'Drama'],Action,35463
3717,3.22,61,0.82,2000,['Action' 'Crime'],Action,9679
3719,3.0,2,1.41,2000,['Comedy' 'Romance'],Comedy,51333
3720,4.0,1,0.0,1999,['Drama'],Drama,17771
3723,3.8,5,0.76,1990,['Drama'],Drama,10264
3724,3.3,5,0.84,1978,['Drama' 'War'],Drama,31657
3725,3.5,2,0.71,1981,['Animation' 'Musical'],Animation,29204
3726,3.6,5,0.65,1976,['Action' 'Thriller'],Action,17814
3727,4.31,8,0.7,1987,['Horror' 'Western'],Horror,11879
3728,3.75,4,0.5,1992,['Crime' 'Drama' 'Film-Noir' 'Thriller'],Crime,21128
3729,4.0,3,1.0,1971,['Action' 'Crime' 'Drama' 'Thriller'],Action,482
3730,4.21,17,0.66,1974,['Drama' 'Mystery'],Drama,592
3731,3.0,1,0.0,1981,['Drama' 'Thriller'],Drama,31593
3732,3.0,4,1.41,1978,['Horror'],Horror,12611
3733,3.83,3,0.29,1973,['Drama'],Drama,14328
3735,3.79,17,0.71,1973,['Crime' 'Drama'],Crime,9040
3736,3.0,1,0.0,1951,['Drama'],Drama,25364
3737,4.0,1,0.0,1962,['Drama' 'Western'],Drama,43002
3738,3.0,2,1.41,1974,['Drama'],Drama,5121
3739,3.5,1,0.0,1932,['Comedy' 'Romance'],Comedy,195
3740,3.86,28,0.87,1986,['Action' 'Adventure' 'Comedy' 'Fantasy'],Action,6978
3741,4.09,11,0.7,1973,['Crime' 'Drama' 'Thriller'],Crime,3133
3742,3.65,10,1.23,1925,['Drama' 'War'],Drama,643
3743,2.0,3,1.0,2000,['Comedy' 'Romance'],Comedy,10571
3744,2.66,19,1.05,2000,['Action' 'Crime' 'Thriller'],Action,479
3745,3.41,29,0.68,2000,['Action' 'Adventure' 'Animation' 'Children' 'Sci-Fi'],Action,7450
3746,4.0,2,1.41,1999,['Drama'],Drama,31023
3747,3.5,2,0.71,1999,['Drama'],Drama,25636
3751,3.55,78,0.85,2000,['Animation' 'Children' 'Comedy'],Animation,7443
3752,3.09,46,0.9,2000,['Adventure' 'Comedy'],Adventure,2123
3753,3.45,68,1.04,2000,['Action' 'Drama' 'War'],Action,2024
3754,2.22,9,1.23,2000,['Adventure' 'Animation' 'Children' 'Comedy' 'Fantasy'],Adventure,17711
3755,3.17,44,0.97,2000,['Drama' 'Thriller'],Drama,2133
3756,4.0,1,0.0,2000,['Drama'],Drama,29946
3758,3.5,2,0.71,1989,['Drama' 'Sci-Fi' 'Thriller'],Drama,28774
3760,3.5,3,1.32,1977,['Comedy'],Comedy,11598
3761,4.0,1,0.0,1993,['Action' 'Crime' 'Drama' 'Thriller'],Action,9702
3763,3.22,16,0.6,1986,['Action' 'Crime' 'Thriller'],Action,9873
3764,2.3,5,0.45,1991,['Action' 'Crime' 'Thriller'],Action,16820
3765,3.0,2,0.0,1990,['Crime' 'Drama' 'Romance'],Crime,14864
3766,2.08,6,0.66,1984,['Action' 'War'],Action,15379
3767,1.67,3,0.58,1985,['Action' 'War'],Action,12764
3768,1.25,2,0.35,1988,['Action' 'War'],Action,27352
3769,3.33,3,0.58,1974,['Action'],Action,8348
3770,2.67,6,0.82,1984,['Horror' 'Sci-Fi' 'Thriller'],Horror,24099
3771,4.0,3,1.0,1973,['Action' 'Adventure' 'Fantasy'],Action,17897
3773,2.0,2,1.41,1990,['Comedy'],Comedy,16094
3774,0.75,4,0.29,1991,['Comedy' 'Drama' 'Romance'],Comedy,16096
3783,3.95,11,0.57,1998,['Crime' 'Drama'],Crime,12706
3784,2.59,11,1.3,2000,['Comedy' 'Fantasy'],Comedy,4244
3785,2.92,50,1.17,2000,['Comedy' 'Horror'],Comedy,4247
3786,2.62,4,1.38,1999,['Comedy'],Comedy,20770
3787,4.0,2,1.41,1999,['Comedy'],Comedy,1050
3788,3.67,6,0.61,1966,['Drama' 'Mystery'],Drama,1052
3789,3.5,1,0.0,1964,['Drama'],Drama,20540
3790,4.0,2,0.0,2000,['Drama'],Drama,23655
3791,3.19,16,0.96,1984,['Drama'],Drama,1788
3792,5.0,1,0.0,1946,['Drama' 'Romance' 'Western'],Drama,32275
3793,3.7,133,0.86,2000,['Action' 'Adventure' 'Sci-Fi'],Action,36657
3794,2.5,2,0.71,2000,['Comedy' 'Drama'],Comedy,44490
3795,5.0,1,0.0,1999,['Drama'],Drama,47585
3797,2.67,3,1.53,2000,['Thriller'],Thriller,36047
3798,3.2,25,1.01,2000,['Drama' 'Horror' 'Mystery'],Drama,2655
3799,1.58,6,1.16,2000,['Animation' 'Children'],Animation,12599
3801,4.0,4,0.0,1959,['Drama' 'Mystery'],Drama,93
3802,2.0,4,0.0,1992,['Action' 'Sci-Fi'],Action,9278
3806,3.0,1,0.0,1969,['Western'],Western,18118
3807,3.0,1,0.0,1977,['Adventure' 'Fantasy'],Adventure,11940
3808,4.0,1,0.0,1960,['Drama' 'War'],Drama,24167
3809,3.27,35,0.91,1991,['Comedy'],Comedy,10276
3810,3.0,3,0.0,1992,['Drama' 'Thriller'],Drama,19380
3811,3.93,7,0.61,1980,['Drama' 'War'],Drama,13783
3812,3.46,12,0.99,1972,['Comedy'],Comedy,11624
3813,4.17,3,0.76,1978,['Drama'],Drama,15867
3814,4.22,9,0.87,1975,['Comedy'],Comedy,11686
3816,4.0,1,0.0,1985,['Drama'],Drama,29263
3819,4.0,3,1.0,1985,['Comedy'],Comedy,11830
3821,2.28,16,1.0,2000,['Comedy'],Comedy,12107
3822,4.12,4,0.63,1999,['Drama' 'Romance'],Drama,10401
3823,4.0,2,0.0,1999,['Drama'],Drama,32640
3824,2.41,11,1.34,2000,['Drama' 'Romance'],Drama,10641
3825,2.74,29,1.16,2000,['Comedy' 'Drama' 'Romance'],Comedy,6282
3826,2.29,39,1.02,2000,['Horror' 'Sci-Fi' 'Thriller'],Horror,9383
3827,2.89,23,0.81,2000,['Action' 'Adventure' 'Comedy' 'Sci-Fi'],Action,5551
3830,1.5,2,1.41,2000,['Comedy' 'Horror' 'Thriller'],Comedy,27723
3831,3.91,11,0.83,2000,['Comedy'],Comedy,2360
3832,4.0,1,0.0,1963,['Horror'],Horror,28043
3833,1.5,2,0.71,1962,['Horror' 'Sci-Fi'],Horror,33468
3834,3.0,2,0.0,1980,['Adventure' 'Drama' 'Romance'],Adventure,21866
3835,2.17,6,0.93,1993,['Thriller'],Thriller,33408
3836,4.13,15,0.74,1970,['Action' 'Comedy' 'War'],Action,11589
3837,2.5,3,2.18,1988,['Action' 'Fantasy' 'Horror' 'Sci-Fi' 'Thriller'],Action,15158
3838,2.0,1,0.0,1994,['Horror'],Horror,16139
3839,1.67,3,0.58,1998,['Horror'],Horror,16146
3840,2.4,5,1.14,1988,['Horror'],Horror,26515
3841,2.83,6,1.21,1990,['Action' 'Comedy'],Action,11856
3843,2.38,4,1.25,1983,['Horror'],Horror,13567
3844,3.33,9,0.9,1989,['Drama'],Drama,10860
3845,4.0,1,0.0,1956,['Drama'],Drama,8420
3846,3.62,4,1.25,1983,['Comedy'],Comedy,18391
3847,2.0,1,0.0,1974,['Horror'],Horror,20850
3849,4.0,2,0.0,1945,['Horror' 'Mystery' 'Thriller'],Horror,27452
3851,5.0,1,0.0,2000,['Comedy'],Comedy,38548
3852,3.38,13,0.96,2000,['Comedy'],Comedy,20438
3855,4.75,2,0.35,1999,['Drama' 'Romance'],Drama,46991
3857,4.0,1,0.0,2000,['Thriller'],Thriller,10391
3858,3.5,5,1.32,2000,['Comedy'],Comedy,14195
3859,3.75,2,0.35,2000,['Documentary'],Documentary,15665
3861,2.68,19,0.85,2000,['Comedy'],Comedy,10393
3862,3.75,2,0.35,2000,['Comedy'],Comedy,18168
3863,3.04,45,1.08,2000,['Drama' 'Horror' 'Thriller'],Drama,8843
3864,2.1,5,1.14,1999,['Action' 'Adventure' 'Sci-Fi'],Action,10643
3865,3.25,4,0.96,2000,['Comedy' 'Documentary'],Comedy,23618
3868,3.4,42,0.96,1988,['Action' 'Comedy' 'Crime' 'Romance'],Action,37136
3869,3.42,26,0.97,1991,['Comedy'],Comedy,37137
3870,3.0,1,0.0,1940,['Drama'],Drama,23283
3871,3.9,5,0.42,1953,['Drama' 'Western'],Drama,3110
3872,3.5,1,0.0,1959,['Drama'],Drama,14698
3873,3.14,7,0.69,1965,['Comedy' 'Western'],Comedy,11694
3877,2.22,9,1.2,1984,['Action' 'Adventure' 'Fantasy'],Action,9651
3879,2.0,2,1.41,2000,['Action' 'Thriller'],Action,11398
3882,2.69,34,1.04,2000,['Comedy'],Comedy,1588
3884,1.5,3,0.5,2000,['Comedy'],Comedy,19150
3888,4.0,1,0.0,2000,['Drama' 'Romance'],Drama,41282
3889,2.25,6,0.76,2000,['Action' 'Adventure' 'Fantasy'],Action,12211
3893,3.34,19,0.65,2000,['Comedy' 'Crime' 'Drama' 'Romance' 'Thriller'],Comedy,10480
3894,4.0,1,0.0,1999,['Drama'],Drama,80713
3895,1.5,1,0.0,2000,['Crime' 'Thriller'],Crime,10685
3896,3.12,8,0.92,2000,['Crime' 'Thriller'],Crime,1619
3897,3.87,83,0.77,2000,['Drama'],Drama,786
3898,2.5,2,1.41,2000,['Action' 'Comedy'],Action,14805
3899,1.0,1,0.0,2000,['Crime' 'Drama' 'Thriller'],Crime,51179
3900,4.0,1,0.0,2000,['Comedy' 'Drama'],Comedy,46119
3901,3.25,2,0.35,2000,['Comedy' 'Drama'],Comedy,18074
3906,2.5,2,0.71,2000,['Crime' 'Thriller'],Crime,10562
3908,1.5,3,0.87,2000,['Horror'],Horror,12212
3909,2.0,4,0.82,2000,['Comedy' 'Romance'],Comedy,14629
3910,3.98,20,0.98,2000,['Drama' 'Musical'],Drama,16
3911,3.69,53,0.86,2000,['Comedy'],Comedy,13785
3912,2.5,2,2.12,2000,['Comedy' 'Drama'],Comedy,34299
3914,4.0,1,0.0,2000,['Drama'],Drama,22597
3915,3.67,6,0.82,2000,['Drama'],Drama,19348
3916,3.74,41,0.98,2000,['Drama'],Drama,10637
3917,3.37,15,0.99,1987,['Horror'],Horror,9003
3918,3.28,9,1.3,1988,['Horror'],Horror,9064
3919,2.5,1,0.0,1992,['Horror'],Horror,11569
3920,4.0,1,0.0,1993,['Drama' 'Fantasy' 'Mystery' 'Romance'],Drama,10434
3922,1.0,1,0.0,1964,['Comedy'],Comedy,39113
3925,3.92,6,1.43,1984,['Comedy' 'Drama'],Comedy,469
3926,3.0,1,0.0,1961,['Adventure' 'Sci-Fi'],Adventure,2160
3927,2.67,6,0.82,1966,['Adventure' 'Sci-Fi'],Adventure,2161
3928,3.75,4,0.87,1948,['Comedy' 'Horror'],Comedy,3073
3929,2.5,2,0.71,1940,['Comedy'],Comedy,911
3930,2.12,4,0.85,1954,['Adventure' 'Horror' 'Sci-Fi'],Adventure,10973
3932,3.5,2,0.71,1933,['Horror' 'Sci-Fi'],Horror,10787
3933,0.5,1,0.0,1959,['Horror' 'Sci-Fi'],Horror,43109
3937,2.62,4,1.11,1984,['Sci-Fi' 'Thriller'],Sci-Fi,9507
3938,2.75,2,1.06,1982,['Horror'],Horror,27475
3939,5.0,1,0.0,1987,['Horror'],Horror,27764
3940,5.0,1,0.0,1990,['Horror'],Horror,27767
3941,5.0,1,0.0,1986,['Horror'],Horror,40760
3942,5.0,1,0.0,1990,['Horror'],Horror,40446
3943,2.94,8,1.18,2000,['Comedy'],Comedy,24664
3945,3.0,1,0.0,2000,['Adventure' 'Animation' 'Children'],Adventure,20455
3946,2.5,5,1.12,2000,['Action' 'Drama' 'Thriller'],Action,10461
3947,3.33,3,0.76,1971,['Action' 'Crime' 'Drama' 'Thriller'],Action,1485
3948,3.42,91,0.93,2000,['Comedy'],Comedy,1597
3949,3.92,96,1.09,2000,['Drama'],Drama,641
3950,3.56,8,0.68,2000,['Drama'],Drama,10687
3951,5.0,1,0.0,2000,['Drama'],Drama,63956
3952,3.07,7,0.84,2000,['Drama' 'Thriller'],Drama,6521
3953,2.12,4,0.63,2000,['Comedy' 'Romance'],Comedy,10763
3955,1.58,6,0.66,2000,['Comedy'],Comedy,16888
3957,2.67,3,0.58,1971,['Action' 'Drama'],Action,21142
3958,2.0,1,0.0,1977,['Drama'],Drama,78140
3959,3.62,8,0.88,1960,['Action' 'Adventure' 'Sci-Fi'],Action,2134
3962,1.5,1,0.0,1987,['Comedy' 'Horror'],Comedy,28605
3963,3.75,2,0.35,1964,['Musical'],Musical,42797
3964,3.0,3,0.5,1949,['Animation' 'Children'],Animation,13465
3965,3.5,1,0.0,1946,['Drama' 'Film-Noir'],Drama,27033
3966,3.5,2,0.0,1945,['Crime' 'Film-Noir'],Crime,20367
3967,3.85,37,0.77,2000,['Drama'],Drama,71
3968,3.07,27,0.73,2000,['Comedy'],Comedy,1636
3969,3.44,26,1.19,2000,['Drama'],Drama,10647
3971,2.75,2,0.35,1981,['Comedy' 'Mystery'],Comedy,13762
3972,4.12,16,0.9,1994,['Action' 'Comedy'],Action,12207
3973,1.12,4,0.95,2000,['Crime' 'Horror' 'Mystery' 'Thriller'],Crime,11531
3974,3.0,1,0.0,2000,['Adventure' 'Children'],Adventure,24100
3977,2.72,72,1.03,2000,['Action' 'Comedy'],Action,4327
3978,3.07,15,1.02,2000,['Drama' 'Romance'],Drama,4958
3979,2.5,24,0.92,2000,['Comedy'],Comedy,9678
3980,3.39,14,0.84,2000,['Drama'],Drama,11978
3981,2.35,13,0.94,2000,['Action' 'Sci-Fi' 'Thriller'],Action,8870
3983,4.17,9,0.94,2000,['Drama' 'Romance'],Drama,14295
3984,3.5,21,0.67,1971,['Action' 'Adventure' 'Thriller'],Action,681
3985,3.25,6,0.42,1976,['Drama' 'War'],Drama,11372
3986,2.8,20,0.99,2000,['Action' 'Sci-Fi' 'Thriller'],Action,8452
3987,2.42,6,1.2,2000,['Drama' 'Romance'],Drama,10862
3988,3.05,33,0.85,2000,['Children' 'Comedy' 'Fantasy'],Children,8871
3989,4.0,2,0.71,1999,['Documentary'],Documentary,34045
3990,2.25,4,1.44,2000,['Animation' 'Children' 'Comedy'],Animation,16340
3991,2.78,9,0.83,2000,['Children' 'Comedy'],Children,10481
3992,3.7,5,0.57,2000,['Drama' 'Romance' 'War'],Drama,10867
3993,3.0,6,1.22,2000,['Drama' 'Romance'],Drama,10876
3994,3.48,73,1.03,2000,['Drama' 'Sci-Fi'],Drama,9741
3996,3.84,110,1.03,2000,['Action' 'Drama' 'Romance'],Action,146
3997,1.83,12,0.94,2000,['Action' 'Adventure' 'Comedy' 'Fantasy'],Action,11849
3998,3.04,12,1.03,2000,['Drama'],Drama,11983
3999,2.61,14,0.81,2000,['Action' 'Adventure'],Action,11678
4000,3.0,3,0.0,1984,['Adventure' 'Drama'],Adventure,2669
4002,3.85,27,1.01,1987,['Comedy'],Comedy,2609
4003,3.33,3,0.58,1988,['Comedy'],Comedy,12714
4005,3.29,12,0.72,1987,['Action' 'Adventure' 'Thriller'],Action,708
4006,3.36,7,1.28,1986,['Adventure' 'Animation' 'Children' 'Sci-Fi'],Adventure,1857
4007,3.75,20,0.7,1987,['Drama'],Drama,10673
4008,3.54,13,0.59,1989,['Drama' 'War'],Drama,2604
4009,3.0,2,0.0,1988,['Drama'],Drama,10132
4010,2.94,8,0.68,1985,['Comedy'],Comedy,11064
4011,4.16,93,0.79,2000,['Comedy' 'Crime' 'Thriller'],Comedy,107
4012,2.5,4,0.58,1988,['Comedy' 'Drama'],Comedy,40820
4014,3.52,47,1.03,2000,['Drama' 'Romance'],Drama,392
4015,2.73,33,1.23,2000,['Comedy' 'Sci-Fi'],Comedy,8859
4016,3.72,37,0.8,2000,['Adventure' 'Animation' 'Children' 'Comedy' 'Fantasy'],Adventure,11688
4017,3.54,14,0.72,2000,['Drama'],Drama,12509
4018,3.14,54,0.83,2000,['Comedy' 'Romance'],Comedy,3981
4019,3.71,28,0.8,2000,['Drama'],Drama,711
4020,2.92,13,0.73,2000,['Thriller'],Thriller,2046
4021,4.3,5,0.67,2000,['Drama'],Drama,5001
4022,3.7,100,0.77,2000,['Drama'],Drama,8358
4023,3.13,23,1.06,2000,['Comedy' 'Drama' 'Romance'],Comedy,5994
4024,2.17,3,1.04,2000,['Romance'],Romance,25520
4025,3.05,64,0.99,2000,['Comedy' 'Crime'],Comedy,1493
4027,3.81,94,0.94,2000,['Adventure' 'Comedy' 'Crime'],Adventure,134
4029,3.88,12,0.71,2000,['Comedy' 'Drama'],Comedy,21991
4030,1.8,5,0.57,2000,['Horror'],Horror,10577
4031,2.5,2,0.71,2000,['Drama' 'Romance' 'Western'],Drama,21355
4032,4.0,1,0.0,2000,['Comedy'],Comedy,29122
4033,3.92,13,0.53,2000,['Drama' 'Thriller' 'War'],Drama,11973
4034,3.9,70,0.87,2000,['Crime' 'Drama' 'Thriller'],Crime,1900
4035,2.83,3,0.29,2000,['Romance' 'Western'],Romance,44853
4036,3.14,11,0.81,2000,['Drama' 'Horror'],Drama,10873
4037,3.81,8,0.8,1987,['Crime' 'Film-Noir' 'Mystery' 'Thriller'],Crime,26719
4039,3.12,16,1.2,1982,['Children' 'Musical'],Children,15739
4040,2.35,13,1.03,1991,['Comedy'],Comedy,15413
4041,3.64,14,1.12,1982,['Drama' 'Romance'],Drama,2623
4042,3.38,4,0.48,1960,['Action' 'Drama' 'War' 'Western'],Action,11209
4043,3.33,3,0.58,1986,['Crime' 'Drama'],Crime,13715
4046,4.0,1,0.0,1956,['Drama'],Drama,43258
4047,3.67,9,0.75,1993,['Drama' 'War'],Drama,10655
4051,0.5,1,0.0,1960,['Horror' 'Sci-Fi'],Horror,
4052,3.56,8,0.82,2001,['Crime' 'Drama' 'Thriller'],Crime,9989
4053,2.5,2,0.71,2001,['Action' 'Comedy'],Action,18828
4054,2.84,16,1.11,2001,['Drama' 'Romance'],Drama,9816
4055,4.0,2,1.41,2000,['Drama'],Drama,20637
4056,3.29,7,1.15,2001,['Crime' 'Drama' 'Mystery' 'Thriller'],Crime,5955
4061,4.0,2,1.41,1991,['Drama' 'Romance'],Drama,17474
4062,3.38,8,1.16,1988,['Comedy' 'Drama' 'Romance'],Comedy,11191
4063,2.5,4,1.0,1992,['Comedy' 'Drama' 'Romance'],Comedy,2613
4064,3.5,1,0.0,1973,['Action' 'Crime' 'Thriller'],Action,22021
4065,2.5,1,0.0,1974,['Action' 'Crime' 'Drama'],Action,22048
4066,2.88,4,0.85,1988,['Action' 'Comedy'],Action,17006
4067,3.38,4,0.95,1993,['Drama' 'Romance'],Drama,26333
4068,2.71,7,1.11,2001,['Comedy'],Comedy,16723
4069,2.91,22,1.0,2001,['Comedy' 'Romance'],Comedy,2018
4074,3.0,1,0.0,1999,['Drama'],Drama,10499
4077,4.5,2,0.71,2000,['Drama' 'Thriller'],Drama,47943
4078,4.0,1,0.0,1987,['Drama'],Drama,74340
4079,4.25,2,0.35,1987,['Comedy' 'Sci-Fi'],Comedy,5709
4080,3.25,2,0.35,1987,['Comedy'],Comedy,11215
4081,1.83,3,0.29,1987,['Comedy'],Comedy,26477
4082,3.5,2,2.12,1987,['Comedy' 'Drama' 'Romance'],Comedy,10937
4083,4.0,1,0.0,1987,['Thriller'],Thriller,4639
4084,2.87,19,0.81,1987,['Action' 'Comedy' 'Crime' 'Thriller'],Action,96
4085,3.4,46,0.76,1984,['Action' 'Comedy' 'Crime' 'Drama'],Action,90
4086,3.5,5,0.5,1987,['Action' 'Crime' 'Mystery' 'Romance' 'Thriller'],Action,11028
4089,2.0,1,0.0,1987,['Comedy'],Comedy,19324
